artists
Drake
Ed Sheeran
Drake
Drake
Juice WRLD
Post Malone
Ella Mai
Dua Lipa
XXXTENTACION
Camila Cabello
Ariana Grande
Bazzi
Imagine Dragons
Taylor Swift
Halsey
NF
Dan + Shay
Portugal. The Man
Lauv
5 Seconds Of Summer
Imagine Dragons
Post Malone
Selena Gomez
Travis Scott
Lil Pump
Shawn Mendes
Migos
Sam Smith
Childish Gambino
Drake
Kane Brown
Cardi B
6ix9ine
Rich The Kid
Maroon 5
Cardi B
Ariana Grande
Demi Lovato
Charlie Puth
Khalid
Imagine Dragons
Jason Aldean
Ed Sheeran
Thomas Rhett
The Weeknd
Florida Georgia Line
Drake
Kenny Chesney
XXXTENTACION
YoungBoy Never Broke Again
Ella Mai
Daddy Yankee
XXXTENTACION
Brett Young
Luke Combs
Dua Lipa
Imagine Dragons
Bebe Rexha
Florida Georgia Line
Camila Cabello
Young Thug
Post Malone
21 Savage
Post Malone
Ty Dolla $ign
Cardi B
Bad Bunny
J Balvin
Zedd
Maren Morris
Grey
Maroon 5
Cardi B
Bruno Mars
Cardi B
Khalid
Normani
BlocBoy JB
Drake
Lil Baby
Drake
Marshmello
Anne-Marie
Tyga
Offset
G-Eazy
A$AP Rocky
Cardi B
6ix9ine
Nicki Minaj
Murda Beatz
Migos
Nicki Minaj
Cardi B
Offset
Metro Boomin
The Weeknd
Kendrick Lamar
Migos
Drake
G-Eazy
Halsey
Kendrick Lamar
SZA
Kendrick Lamar
Zacari
Lil Dicky
Chris Brown
Selena Gomez
Marshmello
Cardi B
21 Savage
YG
2 Chainz
Big Sean
Nicki Minaj
MAX
gnash
Calvin Harris
Dua Lipa
Gucci Mane
Migos
DJ Khaled
Justin Bieber
Chance The Rapper
Quavo
A$AP Ferg
Nicki Minaj
Miguel
Travis Scott
benny blanco
Halsey
Khalid
Jay Rock
Kendrick Lamar
Future
James Blake
Marshmello
Bastille
Casper Magico
Nio Garcia
Darell
Nicky Jam
Ozuna
Bad Bunny
N*E*R*D
Rihanna
Logic
Alessia Cara
Khalid
Justin Timberlake
Chris Stapleton
Maroon 5
SZA
Nicky Jam
J Balvin
Rae Sremmurd
Juicy J
J Balvin
Willy William
Beyonce
